Sentence	Firmware	Installation	Performance	Usability	Support	Sentiment
the  router  arrived  quickly  and  it  works  great!!!	0	0	0	0	0	0
I  would  recomend  this  seller.	0	0	0	0	0	0
"Ok, I never buy a product without searching through reviews, but, I recently purchased the WRT160N based on very early reviews when Linksys was shipping version 1."	0	0	0	0	0	0
"I have a version 1 in the office, and it works great, and has for over 1 year with linksys software."	0	0	0	0	0	0
"Unfortunately, I was unaware of the changes in version 2, which is what I received."	0	0	0	0	0	0
Holy cow what a nightmare!!!	0	0	0	0	0	0
"I set it up through the admin feature (not the disc), and was going to use it so that I could use my current WRT54G (with dd-wrt software) as a bridge."	0	0	0	0	0	0
Let me say that the hundreds of pages of write ups on forums and blogs are absolutely correct about version 2.	0	0	0	0	0	0
It is pure crap	0	0	0	0	0	0
I run an asterisk phone server at home and use it for my home business and our personal family lines.	0	0	0	0	0	0
I count on my network equipment 100% in order to keep the phones working around here.	0	0	0	0	0	0
"Well, as soon as I hooked this puppy up, everything started going south."	0	0	0	0	0	0
I was losing (wired) connection every few minutes.	0	0	0	0	0	0
The unit could not resolve DNS 25-50% of the time.	0	0	0	0	0	0
"Long story short, I spent a full weekend trying to tweak this thing into working."	0	0	0	0	0	0
"I put in Linksys latest firmware, 2.0.03 (build 22 thousand I think) and it still fails to resolve DNS a lot of the time."	0	0	0	0	0	0
I finally got it to work ok after setting up a static IP address (gateway and DNS servers too) instead of getting it automatically.	0	0	0	0	0	0
"The problem is, I have a dynamic address and sooner or later, it will change"	0	0	0	0	0	0
This thing is going back today.	0	0	0	0	0	0
I ordered a WRT54GL from Amazon which can be flashed with dd-wrt software.	0	0	0	0	0	0
"Its a shame that Linksys doesnt admit their mistake, replace these with something that works, and move on with life."	0	0	0	0	0	0
"The fact that you can purchase these today, and still experience the same problems that were being discussed in Linysys own forums at least 10 months ago baffles me."	0	0	0	0	0	0
"Unfortunately, there are very few alternatives for purchasing a consumer grade router for $[...] or less that have any decent reviews."	0	0	0	0	0	0
Seems to be hit and miss with most brands.	0	0	0	0	0	0
Having great hopes for a router that is able to accommodate a usb storage device was the reason to upgrade (wrt160nl).	0	0	0	0	0	0
"I find it works well with thumb drives, but my 750 gb Western Digital, no go."	0	0	0	0	0	0
It would have been nice to wirelessly access this storage location.	0	0	0	0	0	0
Everything else seems to be up to standard.	0	0	0	0	0	0
Price was fair and installation went without a hitch.	0	0	0	0	0	0
Quality of the device seems solid and well thought out.	0	0	0	0	0	0
Range is great...300 feet line of sight!	0	0	0	0	0	0
"In spite of the full use potential failure, I would still recommend this product."	0	0	0	0	0	0
"Bought this router for use with my Toshiba laptop, installed with installation disc, immediately after install my computer blue screened and shut down."	0	0	0	0	0	0
"After repeated trys and no luck, contacted Linksys support, after 2 hours on phone with technician computer still blue screened and would not work as long as the LInksys router was plugged in, turned off router and computer worked just fine."	0	0	0	0	0	0
"Went and bought a Netgear router, installed and computer works perfectly wireless."	0	0	0	0	0	0
Before you buy this router be sure it is compatible with your computer(s).	0	0	0	0	0	0
"Linksys support was also very poor, was promised a call back and never received."	0	0	0	0	0	0
Will not buy Linksys products in future.	0	0	0	0	0	0
"I bought this router one month ago, and now I decide to trash it."	0	0	0	0	0	0
* This router is cumbersome to set up and adjust (too many fancy but useless features).	0	0	0	0	0	0
"* More importantly, its wireless internet can only produce less than 10% of the speed I can have from wired internet."	0	0	0	0	0	0
"I tried countless different settings of parameters (and the technical support from Linksys), and none of them worked."	0	0	0	0	0	0
You can check out Linksys forum then you will see how many people have suffered from the same problem	0	0	0	0	0	0
Conclusion: I wont consider buying any Linksys product in the future.	0	0	0	0	0	0
"The Linksys WRT160N router has consistent performance, good price, a helpful software application, and a very nice set of networking features."	0	0	0	0	0	0
"Its lack of a USB support, is my only major concern against it"	0	0	0	0	0	0
"Doesnt work much better than older routers, unless you have a computer with a wireless N"	0	0	0	0	0	0
"I would recommend this Router, works fine and has all the security settings."	0	0	0	0	0	0
Absolutely effortless.	0	0	0	0	0	0
Easy to follow instructions.	0	0	0	0	0	0
It was up and running in minutes.	0	0	0	0	0	0
"To put in perspective, Im a computer and network expert so if I cant get it to work the average consumer will never succeed"	0	0	0	0	0	0
"First, the setup is very simple to follow but it doesnt work."	0	0	0	0	0	0
I followed the 3 steps EXACTLY as described and my PC could never connect to the router	0	0	0	0	0	0
I was able to connect wireless so I figured Id update the firmware to be up-to-date	0	0	0	0	0	0
I discover I have Version 1 of the router and they are up to Version 3!	0	0	0	0	0	0
"Now, I just bought this system (9/9/09) so why is Amazon selling me a product that is so out of date?"	0	0	0	0	0	0
"With Linksys, this is the router version so my firmware is no longer supported"	0	0	0	0	0	0
I am NOT happy with Amazon or Linksys.	0	0	0	0	0	0
"They are selling old, non-working products."	0	0	0	0	0	0
"Yes, they were nice enough to discount it but Id rather buy the latest version that works for $20 more."	0	0	0	0	0	0
Amazon doesnt tell you they are selling you old versions either.	0	0	0	0	0	0
"First, I want to thank you for the ease of ordering, shipping and the quick delivery time."	0	0	0	0	0	0
"However the product is to me, a little less then desired."	0	0	0	0	0	0
The router has a habit of decreasing its speed as time goes on.	0	0	0	0	0	0
"Oh I know network,web site and internet usage effects the up and down speed but after conducting a troublshooting procedure over a span of  60 days, I have concluded a negative result."	0	0	0	0	0	0
I have also read of the same problem encountered by others.	0	0	0	0	0	0
"The FIX to the problem is to shut down the router by removing the power for about 20-30 seconds,power up and like magic, it resumes to the acceptable speed"	0	0	0	0	0	0
"I like the product,except for that problem.."	0	0	0	0	0	0
Works Great!	0	0	0	0	0	0
Replaced a D-Link Wireless B router.	0	0	0	0	0	0
Setup took 5 minutes.	0	0	0	0	0	0
Very fast when used with a Wireless-N capable wireless card.	0	0	0	0	0	0
Admin configuration is very simple and intuitive for port forwarding and firmware upgrades.	0	0	0	0	0	0
"the product is excelent, but the setup I had to make it all manual, the auto one just doesnt work"	0	0	0	0	0	0
I had a WRT54G previously (for 6 years) and was losing connection with my new wireless N laptop.	0	0	0	0	0	0
Signal was weak on the new N adapter.	0	0	0	0	0	0
Purchased the WRT160N and all the connection problems disappeared.	0	0	0	0	0	0
Signal strength was much better also.	0	0	0	0	0	0
All the other G devices on my network worked fine also.	0	0	0	0	0	0
Im very happy with the WRT160N.	0	0	0	0	0	0
I didnt use the software that came with -- I just used the routers web page to set-up.	0	0	0	0	0	0
I am by no means an IT expert.	0	0	0	0	0	0
"But having owned 3 different routers and setup wireless networks with 4 different phone/cable companies in the past, this is by far the most struggles that I have faced"	0	0	0	0	0	0
THe unit did not come with any written material.	0	0	0	0	0	0
I can understand that as its a way to cut costs and most people dont read it anyways.	0	0	0	0	0	0
"Well, that is until there is a problem."	0	0	0	0	0	0
"The stock CD explained the bare bone basics and once its stuck, as it did with my install, you have to call the 800 number"	0	0	0	0	0	0
The tech on the phone is very nice and helpful.	0	0	0	0	0	0
"However, she tried to sell me some additional features that I did not need."	0	0	0	0	0	0
Another shameful source of revenue***Wink Wink***  I am not a fan of those dirty tactics and was/is not too pleased with it.	0	0	0	0	0	0
I can easily see how some people can be taken advantage of	0	0	0	0	0	0
I am not sure why they made it so difficult to install.	0	0	0	0	0	0
"My computer can find the rounter, but the router did not connect to the internet.....hummmmm.....she (Tech) brought me back to the DOS ages (Yeah, that was a little wierd) where we had to ping the modem."	0	0	0	0	0	0
"Again, WHY?"	0	0	0	0	0	0
It should be point and click!	0	0	0	0	0	0
Isnt that what Windows is supposed to do?Performance:  A combination of 12MB speed and this N-Router = Speed.	0	0	0	0	0	0
I am pleased with the range and performance so far.	0	0	0	0	0	0
A quick try with Netflix showed me the power of the 2.	0	0	0	0	0	0
I am very happy with the results	0	0	0	0	0	0
"In short, good powerful product."	0	0	0	0	0	0
"Installation was difficult, but technician is helpful."	0	0	0	0	0	0
Just watch out for the sales tactic that the technicians are trained to sell.	0	0	0	0	0	0
This has been up and down since we got it a few days ago.	0	0	0	0	0	0
Cycling the power sometimes seems to work and sometimes it just rights itself (?).	0	0	0	0	0	0
"I did the firmware update this morning, which was a confusing process and resulted in no wireless..."	0	0	0	0	0	0
I then went through the setup menus and toggled some things and its working at the moment.	0	0	0	0	0	0
"Note that other reviewers have mentioned the performance differences between v1, v2, and v3, but you dont have any control over this."	0	0	0	0	0	0
"Mine is v2, which I gather is the worst."	0	0	0	0	0	0
"If youre looking for an electronics project and enjoy trying to figure out why things arent working, this is the router for you!I have had similar problems with Linksys before and expect that this is my last Linksys router."	0	0	0	0	0	0
I used to have the Wireless-G WRT54-G.	0	0	0	0	0	0
"I could not get a connection on the first floor of my apartment, when my router was on the second."	0	0	0	0	0	0
"Now, I get a 3 bar connection!"	0	0	0	0	0	0
This is the best wireless router you can get for less than $100.	0	0	0	0	0	0
I am sadly resigned to the fact that inexpensive consumer wireless routers are junk	0	0	0	0	0	0
"Made as cheaply as possible, often out of refurbished parts, the failure rate of any wireless router that costs less than a few hundred dollars is unreasonably high."	0	0	0	0	0	0
I got lucky with my first linksys router and it lasted five years before clunking out.	0	0	0	0	0	0
Many people who bought the exact same model never got it to work or had theirs die in a month or two	0	0	0	0	0	0
Fast forward five years and things are no better.	0	0	0	0	0	0
"I have helped relatives set up similar routers from this and other brands, and every time it is a crapshoot."	0	0	0	0	0	0
"More often than not, it seems, the router will either start wonky or become wonky pretty quickly."	0	0	0	0	0	0
"I bought a WRT160N and after months of tinkering with settings and placement within my house, I came to the fairly obvious conclusion that it was defective, and that I had wasted perhaps eight hours of my time on it"	0	0	0	0	0	0
"As I said, I accept the above."	0	0	0	0	0	0
"I hope and pray every day that some smaller, more agile company will emerge that releases a reasonably inexpensive wireless router with a defect rate below 50%, but Im not holding my breath"	0	0	0	0	0	0
"What gets me with linksys is that the standard solution, return the wireless router and cross your fingers that the replacement works for more than a couple months, doesnt work."	0	0	0	0	0	0
At least not easily.	0	0	0	0	0	0
"Linksys customer service seems explicitly set up to delay and frustrate people, perhaps in the hopes that they eventually throw up their hands and stick with their wonky router."	0	0	0	0	0	0
"They flat-out refuse to give cash refunds for defective products, only replacing their poorly-engineered and poorly-assembled crapbox with another poorly-engineered and poorly-assembled crapbox"	0	0	0	0	0	0
"In the end, after hours of wasting your time with their tech support, repeating steps over and over, changing settings that could not possibly be the cause of the problems you are having, you have to pay to ship their defective product back to them and hope that they deign you worthy of receiving a replacement PoS"	0	0	0	0	0	0
Stay away from Linksys.	0	0	0	0	0	0
Do not gamble that the Linksys product you buy will be one of the ones that works.	0	0	0	0	0	0
If it isnt then the enormous hassle of dealing with them far outweighs any benefit their products might potentially provide	0	0	0	0	0	0
Oh but one bright spot: it looks cool!	0	0	0	0	0	0
"If you are interested in a sleek, stylish, very expensive paper weight maybe this is the right choice for you."	0	0	0	0	0	0
I tried the Linksys WRT160N.	0	0	0	0	0	0
It didnt keep a connection - even a wired one.	0	0	0	0	0	0
"It was intermittent, I had to reset the router all the time... We had it on a secured network..."	0	0	0	0	0	0
"It may have kept up the wireless connection to my Wii, but we didnt waste time with it and I sent it back."	0	0	0	0	0	0
"I guess it wasnt easy enough for me, plus I didnt hear my fiance when he told me not to get a Linksys :)"	0	0	0	0	0	0
I am using this with the Comcast internet srvice and it rarely works.	0	0	0	0	0	0
The service works fine with out this router.	0	0	0	0	0	0
"I have spent hours on the phone with Cisco/Linksys support, and their solution is to unplug and replug in everything everytime I use it."	0	0	0	0	0	0
Their support knows very little about installing the product securely.	0	0	0	0	0	0
"Terrible product, terrible support."	0	0	0	0	0	0
Avoid buying this.	0	0	0	0	0	0
A great choice if you need a little extra boost behind your WiFi.	0	0	0	0	0	0
I live in a home that usually makes it difficult for a decent signal to be received if I am not in the same room with the router.	0	0	0	0	0	0
"That is why this particular router really made a difference, and I am proud to say that it was easy to setup too."	0	0	0	0	0	0
"I would recommend this Router, works fine, has all the security settings"	0	0	0	0	0	0
I havent lost any signals.	0	0	0	0	0	0
Was pretty easy to setup.	0	0	0	0	0	0
Worth the price	0	0	0	0	0	0
"Router was ok, Ive notices that it drops my wireless network after my laptop has been in standby mode and wont Conner right away."	0	0	0	0	0	0
"My desk topdoes the same thing after it has gone to sleep, also I have been able to get it to transfer in 1gbs which it says it can do."	0	0	0	0	0	0
Great buy!	0	0	0	0	0	0
You dont have the extra charge from your cable company.	0	0	0	0	0	0
Worth the money!	0	0	0	0	0	0
"Recently, i purchased V3 model after returned V2 which had a lot of problem like dropping internet connection and unble to be a configuration...when install a CD."	0	0	0	0	0	0
"To save time and avoid a return, you should be physically checking by yourself at store without opening the plastic wrap outside."	0	0	0	0	0	0
"Looking at the bottom, there are a series number such as CSE11 for (V2) or CSE31 (V3)."	0	0	0	0	0	0
"My experience after to install V3 model running window Vista, there are no more dropping internet connection and work great."	0	0	0	0	0	0
"Of course, buying at store, it would cost you more plus paying tax."	0	0	0	0	0	0
I purchased at Frys (Bay Area) around $79.99 plus tax.	0	0	0	0	0	0
"There are no more problems, dropping internet connection, returning item, or waiting for its arrive."	0	0	0	0	0	0
I hope some of my tips would be useful for router hunters.	0	0	0	0	0	0
Its a great router.	0	0	0	0	0	0
"Very easy to set up, configure, and get running."	0	0	0	0	0	0
"If you do get this router, youll probably have it running the same day it arrives."	0	0	0	0	0	0
I ordered the Linksys WRT160N Ultra RangePlus Wireless-N Broadband Router with my new netbook.	0	0	0	0	0	0
"I had never had dealings with a wireless network or routers before and ordered the router not knowing what I was buying (someone had suggested I buy Linksys brand), or how I was going to install it."	0	0	0	0	0	0
The companion DVD stepped me through the process.	0	0	0	0	0	0
"Although, after the first successful attempt of connecting my netbook to the network, it wouldnt connect anymore."	0	0	0	0	0	0
"I didnt know anything about changing channels, but a teen computer guru got me going again."	0	0	0	0	0	0
"A few days later, my modem had to be replaced due to age, and I became completely lost in trying to figure out why I once again couldnt connect to my network."	0	0	0	0	0	0
I finally paid Linksys support $9.95 to take over my computer remotely and fix the problem	0	0	0	0	0	0
Best ten bucks I have spent in awhile.	0	0	0	0	0	0
No more problems since.	0	0	0	0	0	0
This is a great product for a great price.	0	0	0	0	0	0
We have had no problems with it.	0	0	0	0	0	0
Easy to install considering I couldnt use the CD (no CD drive with my Acer)but Tech Support did it remotely fairly easily	0	0	0	0	0	0
"Works in all areas of my 2 story townhouse, Patio also."	0	0	0	0	0	0
The setup was easy.	0	0	0	0	0	0
I can sit outside the house and still get a good wireless signal.	0	0	0	0	0	0
in the beginning of owning it my speed increased 3 fold but now it slowed down back to what my old router was pumping out.	0	0	0	0	0	0
pretty good for the price but if you find something better buy that instead.	0	0	0	0	0	0
I had an old reliable wrt54G router which began to have NVRAM retention problems.	0	0	0	0	0	0
I had to reset it frequently after power outages.	0	0	0	0	0	0
I replaced it with a WRT110 which turned out to have less range than the 54G.	0	0	0	0	0	0
I returned it and replaced it with a WRT160N.	0	0	0	0	0	0
It installed and ran OK but I began to get Unable to connect to website messages from Firefox about 5% of the time.	0	0	0	0	0	0
It was a bit annoying but I lived with it.	0	0	0	0	0	0
A few days ago I noticed that there was a firmware upgrade available.	0	0	0	0	0	0
"I used the Linksys utility to flash the new firmware and, lo and behold, it crashed the router."	0	0	0	0	0	0
"The power LED flashed continuously, no reset response and no response to a ping."	0	0	0	0	0	0
Linksys tech support was helpful and finally decided the unit was damaged.	0	0	0	0	0	0
I returned it and got a Linksys WRT320n to replace it.	0	0	0	0	0	0
The 320n seems to be a much better unit.	0	0	0	0	0	0
BTW the 160n was a V2 version which seems to have a lot of problems.	0	0	0	0	0	0
Excellent router for the price.	0	0	0	0	0	0
"Easy connection and setup, and no hassles after a month of use."	0	0	0	0	0	0
"The wireless reception could be a little better, but for the money, its one of the best routers Ive used so far."	0	0	0	0	0	0
"Now I normally do not return products that I have purchased and have the patience to work through issues with electronics, but this time I gave up."	0	0	0	0	0	0
My internet connection indicated that it was in working order yet I still could only access the internet intermittently.	0	0	0	0	0	0
Each morning when I would start-up the computer I would have to use the linksys EasyLink repair connection program to even get it started.	0	0	0	0	0	0
"My portable laptop would work fine, but my main computer kept getting the error message link is broken for every website I opened."	0	0	0	0	0	0
I talked to linksys technical customer support twice and they helped me through the problem (their customer service was great!	0	0	0	0	0	0
and they would put it in working order.	0	0	0	0	0	0
"However, later the signal would drop again."	0	0	0	0	0	0
The linksys technician even told me that if it happened again than I should return the product.	0	0	0	0	0	0
"So, I did."	0	0	0	0	0	0
Now I have to figure out what router to replace it with.	0	0	0	0	0	0
Annoying!	0	0	0	0	0	0
Just configured everything right out of the box manually with only changes made on admin password and WEP encryption.	0	0	0	0	0	0
"Extremely slow on both wired (its unbelievable, I know) and wireless connection."	0	0	0	0	0	0
Im returning it tomorrow and I suggest you to stay away from this model as well and get ready to short CSCO stocks down to zero to make up for all of our wasted time.	0	0	0	0	0	0
So far so good.	0	0	0	0	0	0
As a whole wireless routers tend to be unreliable.	0	0	0	0	0	0
Unlike many routers it provides prominent screens to help individuals create at least a relatively secure wireless network.	0	0	0	0	0	0
"Also, unlike my D-Link Wireless G router if there is a short power failure it wont resort to creating an insecure open wireless network."	0	0	0	0	0	0
Cisco deserves some credit for caring about the security of their users.	0	0	0	0	0	0
It also fairly thin and sleek.	0	0	0	0	0	0
I bought this a month ago.	0	0	0	0	0	0
I used it with Comcasts modem to provide a wireless network throughout my house.	0	0	0	0	0	0
"It works , no kinks."	0	0	0	0	0	0
"It is located on the 2nd floor of the house, and I have seemless internet in the basement!"	0	0	0	0	0	0
"It was very easy to install, and has worked well since I bought it (1month)"	0	0	0	0	0	0
I had hoped the router would have fixed my lack of range problems my old Linksys 2.4G was having.	0	0	0	0	0	0
I followed the install procedure (which I know is not needed to use the router but I thought I would do it all by the book this time).	0	0	0	0	0	0
The Linksys Assistant utility is nice and not to be picky here but I had to say I was immediately frustrated by the fact the image the use in the graphical network layout was not even a picture of this new router.	0	0	0	0	0	0
The annoyance went on further when my iMac was (eventually) recognized as a printer..	0	0	0	0	0	0
"But hey, I didnt buy this for the software."	0	0	0	0	0	0
I bought it for the promise of better range and strong signal quality.	0	0	0	0	0	0
I returned it because it failed on the latter.	0	0	0	0	0	0
I got somewhat better range from the WRT160N but was frustrated by terrible quality with constant lost connections and its losing packets worse than my 5 year old loses Lego pieces.	0	0	0	0	0	0
I should also add that the setup was not as plug and play as I would have liked requiring I cycle my broadband modem and having to dance back and forth between my WiFi connected machines	0	0	0	0	0	0
In its favor the WRT160N did work well my direct line connected systems without fail	0	0	0	0	0	0
My many thanks to Amazon for having the best price on this device and their great return process.	0	0	0	0	0	0
I have a 2 year old windows xp based pc and comcast high speed internet service	0	0	0	0	0	0
"After trying to use the installation disc and two hours of my time trying to configure, I finally called Linksys tech support."	0	0	0	0	0	0
Level one tech support made my problem worse.	0	0	0	0	0	0
Finally I was elevated to Level two support and paid [...] to let that tech(thru remote)do the set up for me.	0	0	0	0	0	0
The first thing he did was to uninstall all of Linksys software and configured manually with the existing xp software.	0	0	0	0	0	0
He stated that Linksys installation software isnt that great	0	0	0	0	0	0
Router has worked great now (two days straight) and is as stable as can be	0	0	0	0	0	0
If you have a problem with set up..save yourself some time and frustration and pay the [...] to tech support to do the set up for you.	0	0	0	0	0	0
Takes them 10 min.	0	0	0	0	0	0
I am extremely pleased with this router.	0	0	0	0	0	0
"A breeze to install,and now I can go anywhere very fast."	0	0	0	0	0	0
"I am just amazed at the difference it made, everyone should have this router."	0	0	0	0	0	0
"I used Netgear before and a friend recommended the Linksys n, so glad I listened."	0	0	0	0	0	0
"I thought my computer was slow, it wasnt, it was the old router."	0	0	0	0	0	0
"Wow what a difference, get one today, you will love it."	0	0	0	0	0	0
This is a great router for a good price	0	0	0	0	0	0
Works well with older B adapters also.	0	0	0	0	0	0
Linksys wireless-N Router:Very slick and easy to set up.	0	0	0	0	0	0
Price is right at Amazon at about $65 compared to $99 elsewhere.	0	0	0	0	0	0
I have been using  mine in a about 50 ft. radios with easy connection and good signal.	0	0	0	0	0	0
This unit was a replacement for my D-link router which I was not very happy with.	0	0	0	0	0	0
This is a great upgrade	0	0	0	0	0	0
If you are buying the N Router of any brand make sure the network card in your laptop supports the N router	0	0	0	0	0	0
or you have to change the network card too.	0	0	0	0	0	0
Newer brands of apple laptops do support the N router only it is activated (Check the online apple store for N card and direction).	0	0	0	0	0	0
Would have expected better from Cisco.	0	0	0	0	0	0
Router is a piece of junk.	0	0	0	0	0	0
"I am not an IT professional and I was able to get it installed and working quickly, however, it has been nothing but a headache since."	0	0	0	0	0	0
75% of the time the PC cannot connect to the internet.	0	0	0	0	0	0
When I hook straight to the cable modem (also Linksys) no problems at all.	0	0	0	0	0	0
Perhaps if you are an IT networking wiz this is great equipment but if are a mere mortal just say no.	0	0	0	0	0	0
"it was all good and simple when people can do it the manual way to setup Wireless Security, then some smart people decided to put this Wi-Fi Protected Setup hope to simplify the process, but actually caused confusion and failures to setup a Secured network"	0	0	0	0	0	0
It took me a while to guide a beginner on the phone to do it the manual and simple way.	0	0	0	0	0	0
I have a mac (late model Imac) and Comcast cable broadband service.	0	0	0	0	0	0
"When we moved into our new house and wanted the office in the basement, Comcast couldnt drill into the foundation, and we didnt want to run a cable from their recommended entry point."	0	0	0	0	0	0
So wireless was the way to go	0	0	0	0	0	0
"This would be my first experience with a wireless router in my home office, so I did a ton of research to see which router would be adequate in terms of speed and compatibility with my mac"	0	0	0	0	0	0
"I must say, I cannot be happier with this router"	0	0	0	0	0	0
"Contrary to some reviews from 2008, Linksys must have upgraded their installation CD, because it worked perfectly with my mac and with Airport."	0	0	0	0	0	0
"I made a few tweaks to some default settings, and the process was done in less than 10 minutes"	0	0	0	0	0	0
The reliability of the router so far has been great (have had it for about 2 months).	0	0	0	0	0	0
"When I turn on my mac (or awaken it), I have to wait about 10 seconds for it to find the router, but after that it has always been smooth sailing."	0	0	0	0	0	0
"The router is in another room in my basement, separated by 3 walls and about about 75 feet away."	0	0	0	0	0	0
The range has been excellent all over the house (2 levels) with my mac laptop	0	0	0	0	0	0
"I know everyones setup can be different, but for me, this router has exceeded my expectations in every way."	0	0	0	0	0	0
The router is excellent.	0	0	0	0	0	0
"However, when I received it the wrong installation disk and manuals were included."	0	0	0	0	0	0
They were for a wired router and not for the WRT160N wireless router that I purchased.	0	0	0	0	0	0
I tried to contact Amazon but could not get anyone who could help me.	0	0	0	0	0	0
I then went to Linksys website and could not get a copy of the manual or disk.	0	0	0	0	0	0
I had to pay a one time $9.99 fee to linksys for help with the installation	0	0	0	0	0	0
This also took 2 phone calls because the first tech was inexperienced and I lost patience	0	0	0	0	0	0
After the second call the tech finished up my install and the router works fine.	0	0	0	0	0	0
"Best router ever and im serious man this router is awesome and its got great reach in wireless strength but i dont know about wireless that much because i live in a small house but the speed is really good and it also works very good online because i have it hooked up on my xbox 360 also and i play online every day and use the internet... very good product for speed, internet, and xbox live or multiplayer gaming!"	0	0	0	0	0	0
Easy setup.	0	0	0	0	0	0
"Lost a connection once, but followed directions to restart the connection."	0	0	0	0	0	0
Worked like a charm.	0	0	0	0	0	0
Very happy.	0	0	0	0	0	0
"I have had version 2 of this router since last November to replace its predecessor, Linksys BEFW11S4 Wireless-B Cable/DSL Router."	0	0	0	0	0	0
"It works, but the performance has been far below average and really dont see performance boost from this upgrade to N especially for my machines, which are equipped with wireless-N. Another irritation."	0	0	0	0	0	0
The router has to be rebooted constantly as internet access comes to a halt (slow) periodically.	0	0	0	0	0	0
A reboot immediately brings back the normal internet access speed.	0	0	0	0	0	0
BEFW11S4 never had issues in this regard	0	0	0	0	0	0
"Recently tried to upgrade firmware to July build 15 as recently posted on the Linksys/Cisco download web site, and hoped to resolve those issues."	0	0	0	0	0	0
The upgrade through router administration page failed half way through and rendered the unit useless!	0	0	0	0	0	0
"And, this is the first time I have to deal with Linksys/Cisco tech support and customer service."	0	0	0	0	0	0
"To make the story short, I went through two departments and they insisted you went through their repeated diagnosis sessions for a hour or so, including a gal at their customer service department putting me on hold for over fifteen minutes before I finally hanged up."	0	0	0	0	0	0
"As of this writing, I have not yet had any satisfactory resolution for my problem"	0	0	0	0	0	0
I hardly give a company this harsh review.	0	0	0	0	0	0
"But, they are really a big pain in a neck to deal with if you have to call them when their product or software doesnt behave as advertised"	0	0	0	0	0	0
"Update: after suffering through 6 tech support/customer service personnel, finally came a sensible staff, who can see from customers perspective, and make the process relatively painless and reasonable."	0	0	0	0	0	0
Great thanks go to Sarang at Linksys tech support!	0	0	0	0	0	0
I would give 5 stars to him!	0	0	0	0	0	0
This product works well for me.	0	0	0	0	0	0
"It is upstairs in a study with lots of other equipment, and there are no dead spots anywhere in my home."	0	0	0	0	0	0
Or outside.	0	0	0	0	0	0
Or even next door.	0	0	0	0	0	0
"I have it paired with Linksys WUSB300N-RM Wireless N USB Adapters on notebook computers, and I get very good range with good throughput or EXCELLENT throughput (300mbs) at close range"	0	0	0	0	0	0
"If you are comfortable with setting up equipment at all, forget their software disk."	0	0	0	0	0	0
Throw it away.	0	0	0	0	0	0
Connect your PC into this router via patch cable (one is included) and use a web browser to hit the default IP (192.168.1.1).	0	0	0	0	0	0
"The user ID is blank, default password is admin."	0	0	0	0	0	0
"Change your password, then go to town"	0	0	0	0	0	0
"The included software is - I guess - useful for the novice, in that it walks you through (with some silly quasi-animation) exactly how to plug in a network cable to the back, which ones to plug in, which port is port 1, etc."	0	0	0	0	0	0
I assume the novice will be happy to wait half an hour while MS .net fw3 is installed and the users machine is completely reconfigured to handle the absurdly huge footprint of their setup software	0	0	0	0	0	0
"I swear, I almost ripped the thing off the shelf, shoved it thing back in the box with torn cables hanging from the back, and shipped it right back to hell from whence it came."	0	0	0	0	0	0
"Then, my cooler side prevailed."	0	0	0	0	0	0
"I remembered that Linksys has a web interface onboard, I aborted all the install junk, and googled enough details to get me started properly"	0	0	0	0	0	0
Now that I got it set up (and this off my chest) I am very happy with the product.	0	0	0	0	0	0
I am truly impressed with this Linksys router!We had a 5-year old Netgear G router which was fine when we had only two XP computers.	0	0	0	0	0	0
"It seemed reliable, despite dropped connections every once in a while."	0	0	0	0	0	0
"But when we added a new Vista computer to the network, it just wouldnt work properly."	0	0	0	0	0	0
"Dropped connections several times a day, and had to be restarted each time."	0	0	0	0	0	0
We also had a heck of a time getting it to recognize all the computers on the network consistently.	0	0	0	0	0	0
"When it stayed connected we got an average speed of 9mbps down, 1.2mpbs up, which I figured wasnt too bad (based on the results at [...])."	0	0	0	0	0	0
But the dropped connections were a big problem	0	0	0	0	0	0
"A sales guy at a local store recommended this Linksys N router, and I admit I was skeptical."	0	0	0	0	0	0
"After all, a routers a pretty simple device when you get down to it."	0	0	0	0	0	0
"But, not only did it solve the problem of the dropped connections, it doubled my web speed!"	0	0	0	0	0	0
Seriously; the test at [...] was almost 19mbps down and 1.8mbps up.	0	0	0	0	0	0
"I honestly thought I was on the Comcast 10/1 limited broadband plan, but with the Linksys router I realized Ive got 20/2!"	0	0	0	0	0	0
"For whatever reason, I was only getting 1/2 speed with the G router."	0	0	0	0	0	0
Weird.	0	0	0	0	0	0
"Probably a software thing, though I did have the latest firmware for that particular Netgear router (though it was v3 hardware, and the current is v6, so I guess there are other differences."	0	0	0	0	0	0
"Anyway, setting up the Linksys was EASY."	0	0	0	0	0	0
"The software is incredibly user friendly, whereas Netgear was not at all (but again, maybe theyve improved in recent years."	0	0	0	0	0	0
"The only thing was wasnt quite clear was setting up advanced security, but I was able to figure it out."	0	0	0	0	0	0
"Also the manual said to install the hardware first, software second, but the insert in the package said to do this software first (which is correct), so there was some confusion up front"	0	0	0	0	0	0
"All in all, Im really pleased with this routers performance!"	0	0	0	0	0	0
This product is nothing but trouble.	0	0	0	0	0	0
"It is incompatible with some other Linksys wireless products such as the G wireless PCI board: desktops with this board will reboot instantly at contact with the routers signal, and they will keep trying to boot until the router is powered off"	0	0	0	0	0	0
"Even when you run it in N only, it drops the connection and requires reset very often."	0	0	0	0	0	0
