Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review
218,XX,B002M782UO,3,0,0,28-Jan-13,A2DEZI3TEHERHV,Smaller than I anticipated,"These cutting boards are small.  I didn&#699;t read the dimensions before I bought them.  They are good for cutting small things but a bigger board would have been better.  It is also ver thin, so read the dimensions."
219,XX,B002M782UO,1,0,0,26-Jan-13,ALMZ70NJ42PN0,shards of wood!,We only used the large board and it started to have these shards of wood on all the food products we cut.  At first it looked like hairs in the food and then we saw it was on the board.  They look beautiful but not practical and we need to use them not look at them.  Good Price and delivered quickly but not usable.
220,XX,B002M782UO,4,0,0,19-Mar-14,A3HIB9MNIM2E0L,Decent Cutting Board Set,"A decent set of cutting boards, if a little thin. Hand wash and oil them well before first using; don't run through the dishwasher."
221,XX,B002M782UO,1,0,0,18-Mar-14,A19TOMT37JN22Z,In the trash.....,Every single one of these have cracked and I had to throw them away.  Cheap price - but I expected them to last longer.
222,XX,B002M782UO,1,0,0,17-Mar-14,A9U1OS5D00OE8,Garbage Product,"I don't often write products reviews but this is an instance where I feel it is necessary. The wife and I ordered a set of these for our kitchen and upon arriving, were thrilled at both the sizes and 'feel' of the boards. But then litteraly a day later, the bigger one of the three cracked. Now that's usually no big deal and Amazon promptly replaced it but the replacement arrived cracked. Soon after, another one of the second set cracked as well.Clearly these products are garbage."
223,XX,B002M782UO,1,0,0,16-Mar-14,A1YV9IRR7KAPH,dont waste the money,they look good  but warp like crazy...in fact the large one warped so much it has cracked...spend more on a better product.
224,XX,B002M782UO,4,0,0,14-Mar-14,A1E5Y7RFS6GH8,"Works great, try to keep dry though","These are a great little trio of boards. If they get soaking wet though, they will bow in a big way and be difficult to use, but once they dry out they straighten up. Also this may go without saying but don't put bamboo stuff in the dishwasher as it may fall apart!"
225,XX,B002M782UO,5,0,0,13-Mar-14,A1OCW44OIZ3H9R,very beautiful!,"I have these on my counter, some tipped up against the wall, and some under the coffee maker and coffee grinder.  These are really beautiful and well made.  I love them and they will make a nice addition to any kitchen."
226,XX,B002M782UO,1,0,0,11-Mar-14,AEEXJNGHGWN8X,Product Fails in 30 days or less,"After receiving the product, and using it for less than a month, the product handle cracked, and board warped!!!  My timing was bad in that I could not cal Amazon Customer Service.  Another Bamboo product I bought at Bed,Bath & Beyond still works after 1.5 years!!"
227,XX,B002M782UO,1,0,0,11-Mar-14,A32JIAYV9P5WI3,No good quality. Warped after one use,"I used the  board once. After cleaning and letting to dry, the board was completely warped. It's hard to cut something on them now. I am thinking to return it."
228,XX,B002M782UO,2,0,0,9-Mar-14,A2NIJ75GAGT953,Cheap!,"The set feels very sturdy, but the handle portion of the large board was broken by the end of day 3. We never even washed the board in the dishwasher. Probably better to buy a cutting board from your local stores."
229,XX,B002M782UO,1,0,0,9-Mar-14,A3OOGXXKTIRVUG,Broken ....,"Initially beautiful, I was excited to have the three direct sizes then....the medium sized one broken after two weeks....now I'm so sad. Buyers beware!"
230,XX,B002M782UO,4,0,0,26-Jan-13,ADYA3GU22OU60,cutting boards,"I use them every day, Very simple. Good sizes and light weight. Nothing fancy, but for the price I would recommend them. I may order another set for the RV."
231,XX,B002M782UO,5,0,0,25-Jan-13,A2GFTW25WITCOA,Great Look,"I bought these cutting boards for the loook itself.  I just got them and used them and so far it is good. However, it is really hard to complain about a product like this because it hard to find faults in cutting board.  Love the look and having mutiple cutting boards that are in different sizes is a big bonus. I never thought having 3 would be important but it is awesome.  Great Buy!!!"
232,XX,B002M782UO,5,0,0,25-Jan-13,AQCD1307TM93R,Great value,"I purchased this set of bamboo cutting boards for much less than what they cost at the local home-goods store.  I was very impressed with my purchase.  The three sizes are great for different purposes. We use the small one to put hot pots under when we want to put them on the table.  The larger two are great for cutting, and I've found that they're much easier to cut on than the plastic cutting boards.  The wood is attractive, strong, and serves the purpose.  One tip--I'd be careful with washing them, and preferably hand wash instead of putting them in the dishwasher.  They're a little delicate, and the finish gets a little bumpy with repeated wash."
233,XX,B002M782UO,4,0,0,24-Jan-13,A19W28UTP0AM0G,Good quality,"Received them and they are very good quality.  I would've like them to be a tab bigger but that's my fault for not looking at the measurements more closely.  One down fall is that they are not dishwasher safe, I hardly ever wash my dishes by hand."
234,XX,B002M782UO,5,0,0,24-Jan-13,A2OYL979ZAPP6J,Excellent,This deal was great. Love the price and the feel of it. I love bamboo so this was a great addition to the kitchen.
235,XX,B002M782UO,5,0,0,22-Jan-13,AU2EKRTHJ7753,Work great!,Can't even find the knife marks when you cut into these bamboo boards. I really like them. Nice looking and nice range in size.
236,XX,B002M782UO,5,0,0,21-Jan-13,AOIYGD2NGKAJ7,awesome,"I love these...thin, hard, easy to use...great sizes...recommend, recommend, recommend!  And, I have them hanging on my wall so they take up no space whatsoever."
237,XX,B002M782UO,5,0,0,21-Jan-13,A13CC7OZC9L7C6,Bamboo boards,Great boards and an awesome value. Much less than retail and the various sizes are great when you are chopping multiple veggies in the tour bus.
238,XX,B002M782UO,4,0,0,21-Jan-13,AX138U6ZU212W,Very hard wood,"It's been good to cut on these and when a knife hits the wood it doesn't cut into it, but be smart about it after all it is wood but bamboo is very hard and the set I have is holding up very well."
239,XX,B002M782UO,5,0,0,20-Jan-13,A3OHF7NFZ6Z4JX,Perfect cooking companion,3 Different sizes allow for a wide range of use. You can chop vegetables on one while you use another for fruit. Make sure you do not wash them in the dishwasher!
240,XX,B002M782UO,3,0,0,20-Jan-13,AQDX1J9PCV1IA,Ok if you.........,"Do not mind oiling these cutting boards everyweek. It seems like more bother than it is worth. I do like the lightweight and the feel of solid cutting surface. However if you do not oil them, the bamboo will dry out you can see that as it gets lighter in color."
241,XX,B002M782UO,5,0,0,19-Jan-13,A4UE8LZEK22II,Love it!,Great cutting boards. I wish I had found them sooner. Cleans up good and does not dull the knife! Would buy again.
242,XX,B002M782UO,5,0,0,17-Jan-13,A2O8Z4MX4I8WYT,Nice set of boards,Really like these cutting boards.  We used them to replace a set of older white plastic boards.  These are much nicer.
243,XX,B002M782UO,5,0,0,17-Jan-13,AADKOF1V1R93M,Nice Product affordable price,"Totally bamboos 3 piece cutting board is a great set. I purchased it on amazon after missing a similar set on woot.com . I have seen a 2 piece totally bamboo cutting board (small and med boards) at discount stores like Ross and Tj Maxx, typically Priced from 11.99-9.99 but did not need them at the time. Being able to come on amazon and purchase it for 14.99 shipped to my door without having to hunt it down at the discount store was a plus."
244,XX,B002M782UO,5,0,0,17-Jan-13,A3OCQ37BSIMSFH,I love bamboo cutting boards and the 3 sizes make these indispensable!,I've had a bamboo cutting board for a number of years and wanted to buy more. This set was the perfect solution.
245,XX,B002M782UO,5,0,0,16-Jan-13,A2Q8LCB1LMYPL,Recommended,"The product is what I expected.  I didn't have much of concern regard to some of low rating reviews when I did my purchase as it is not that expensive.  If I didn't like it and can use for only a year, it is worth 10 bucks that I have paid.  I just wash it and dry it right away, didn't do any wax or vinegar treatment, so far, so good..."
246,XX,B002M782UO,4,0,0,16-Jan-13,A1XXA3BDZOQLAM,excellent cutting board set,"I am enjoying my new bamboo 3 piece cutting board set, my only regret is not realizing how big/small they actually were.  I was hoping for a larger set (my own fault for not properly imagining the size) otherwise they are excellent.  I use one for fruits, one for veggies and one for meats.  totally satisfied--just want one size bigger!"
247,XX,B002M782UO,5,0,0,15-Jan-13,AK1K1EE5U76AU,Cutting Boards...,"What can one say about cutting boards?? They will be a new addition to my kitchen, as I am a vegetable person.These look great, priced right...what can I say??"
248,XX,B002M782UO,3,0,0,15-Jan-13,A2Q86FK3B4J1C1,"Small, but nice","I got these during a Lightning deal. They're small, but serve the purpose for their size. They wash easily and dry quickly."
249,XX,B002M782UO,3,0,0,14-Jan-13,A2MF0N72JVXDAP,Not great quality,"My first shipment of this item arrived in about nine pieces instead of three. Broken rather cleanly along several lines. So I wouldn't stand behind its quality and workmanship. But for a low price, worth buying."
250,XX,B002M782UO,1,0,0,12-Jan-13,A15ZWBQKVOPHZ7,Fell apart in 6 months,"These are not dishwasher safe.  After 2 washes, the boards warped.  After a few months, the glue that holds the pieces of bamboo together started to break apart.  After 6 months, I only have one board left.  The larger & mid-sized cutting boards broke in half."
251,XX,B002M782UO,4,0,0,12-Jan-13,A2X9WH86LOTVMR,Quality Set,I bought these for my wife and so far I think they're great quality.  The reason I give it four stars is because we have to condition the bamboo on a regular basis.  I don't know if this is a fair critique in case there is some reason this can't be done before it reaches the consumer.  I would definitely recommend these boards.
252,XX,B002M782UO,5,0,0,11-Jan-13,AOHTNAJXNMPY6,Great,"Perfect sizes, easy to clean. Love the color and texture. Very nice. Great product , will be buying more as gifts for the family."
253,XX,B002M782UO,1,0,0,10-Jan-13,A1SGIV7LYEVQUV,Has weird smell and cracks easy!,This is not a good quality produce.  Haven't had for 5 months yet but threw away one already.  Cracks easy and is just not as good as wood cutti g board.  I would rather a plastic one than this bamboo foolishness... Sorry.
254,XX,B002M782UO,4,0,0,10-Jan-13,A1GHR8YN0EESVK,Great size,"These aren't very thick and there is no really large one, but these are perfect for what I need. They seem well made and are easy to use. I would rather have one larger than the biggest one than the two small ones."
255,XX,B002M782UO,3,0,0,9-Jan-13,A3R1DY5086RMGX,Even with oiling everyday Large board cracked,"Oil it everyday and after every use but the largest of the three cracked within a week, the other two are doing great and they are all resilient with cutting, so if you can live with the cracked handle yeah they work great"
256,XX,B002M782UO,5,0,0,8-Jan-13,A3ENX1Y48DJQVK,Nice set of board,These boards are beautiful to look at as well as practical.  I keep them on display where I can easily reach them in the kitchen.  It is a good selection of sizes for most things I do.  The smaller one is perfect for cheeses and can be put on the table as is with some crackers.  Nice set.
257,XX,B002M782UO,4,0,0,7-Jan-13,A2QMQHNHXTKRM9,Alright,"They are alright, not as useful as i thought the would be, but handy for small jobs, cutting onions and such."
258,XX,B002M782UO,5,0,0,5-Jan-13,A31J3EZUAAF4OR,GREAT!,"This is a great product for the busy person in the kitchen! Many uses for all of them. Sometimes I put wine and cheese on them, or put appetizers on the boards. Not only are they great for looks but great for actually cutting on them."
259,XX,B002M782UO,5,0,0,3-Jan-13,AAN2XVGN44RYJ,Great cutting boards,"Exactly what I needed. These are a great set of cutting boards. They are a good size, were a good price, and there is a variety of them. excellent."
260,XX,B002M782UO,3,0,0,3-Jan-13,A2HLRLSRUX1KFA,Nothing special,I got this as a deal for $14.00  I don't think I'd spend much more on it though. Kind of &#34;rough&#34; feeling.
261,XX,B002M782UO,5,0,0,3-Jan-13,AXEXSWIF3W7H1,gave as a gift,"gave as a Christmas gift.  bought as a lightening deal as a great price, after seeing them wish I would have bought a set for myself."
262,XX,B002M782UO,4,0,0,3-Jan-13,A2Y4H1EFBIX880,good for the money,"they are nice and useful. i thought they would be a bit bigger, but for the price, you cannot beat this."
263,XX,B002M782UO,5,0,0,3-Jan-13,A2JJ3Q0IYOXPON,Really sturdy cutting boards,"So far these boards have been very good, before buying them I was unsure if I should get them since some of the people that left reviews mentioned that they had to cure the boards with oils and that they would become bad if you don't do it but so far I haven't done anything else aside of washing them with warm water and soap and the boards are doing fine."
264,XX,B002M782UO,2,0,0,2-Jan-13,AECG0BRQIOR4V,Totally Bamboo 3 Piece Cutting Board Set,"The finish on these bamboo boards leaves a lot to be desired. There were small splinters of bamboo on boards when I received them. I was thinking that by washing them, the problem would be eliminated. Boards continue to shed small splinters with each use. I cannot recommend them."
265,XX,B002M782UO,5,0,0,2-Jan-13,A15RNYV5LGO9MJ,Love it!,"I received my first set 2 years ago as a wedding gift and just bought an additional set because I loved them so much.  I haven't had to deal with splinters, they clean easily and dry quickly.  Mine in particular are not marked up much after 2 years, however I don't have high quality knives."
266,XX,B002M782UO,4,0,0,2-Jan-13,A2K3F9CYBY3JDH,As nice as the day I bought them,"These are 8 months old and holding up beautifully. I haven't even noticed any knife marks in the wood. They dry quickly, too."
267,XX,B002M782UO,4,0,0,31-Dec-12,A3C6QNTFUL55NK,Tatally WONDERFUL bamboo,"This set of bamboo cutting boards are great.  They are durable and sleek, love it.  I can use 1 BOARD to cut meats only, and another for Veg only.  They are easy to wash and care for."
268,XX,B002M782UO,4,0,0,31-Dec-12,A2YB7DLC3FOR7W,Cute set!,"This three piece cutting board set is a must-have for around the kitchen.  The set comes with 3 different sized bamboo cutting boards.  The largest gets the most use around my house; I use it for cutting most vegetables.  The two smaller sizes don't get as much use as they are obviously small.  The smallest cutting board is so small I use it to set hot dishes on, instead of a cutting board.  The price was right for the set."
269,XX,B002M782UO,5,0,0,30-Dec-12,A1TAI6IUT7APK6,"Nothing fancy, but works","We got these on a Black Friday sale for a great price.  Nothing fancy about these, but they work just fine."
270,XX,B002M782UO,5,0,0,30-Dec-12,AIYX3YZCSM3N9,My Wife loves them,My wife is the avid cook master.  We ordered this second set for her catering jobs.  She has been very happy with them!
271,XX,B002M782UO,1,0,0,30-Dec-12,A2D4KYA86MLHM5,Bamboo sheds as you use the cutting board,"You get what you pay for.  I bought this as a cheap xmas gift - it truly was - cheap.  On first use, the bamboo started shredding as we were cutting on it. If you want bamboo bits in your food, feel free to buy this cutting board.  Otherwise, stay far far away."
272,XX,B002M782UO,4,0,0,30-Dec-12,A2UXJVHH9K72DE,Solid - small sized set,Excellent construction and quality.  The largest of the boards is about the size of a sheet of paper and the rest smaller yet. The smallest is almost too small for my needs so I use as a trivet.
273,XX,B002M782UO,4,0,0,30-Dec-12,A2KILNYE6LV4Y2,Great lightning deal.,Have to tell you when they came in they were dry and needed mineral oil. I used J.K. Mineral oil and they sucked it right up. A day later and I was using these boards. Good sizes and seems like they will last awhile with regular maintenance of mineral oil on them. Will update later.
274,XX,B002M782UO,5,0,0,29-Dec-12,ATFAROA7IQHK1,Great assortment,I love these bamboo cutting boards. This set contains the right size board for every cutting job. I also use the smaller board to place cheese on for serving at parties.
275,XX,B002M782UO,1,0,0,29-Dec-12,AENZTEASUU4FT,Inferior product,Don't waste your money! After these got wet they started to smell and deteriorate. Pieces of the bamboo fibers started pulling off and shredding. Hard plastic washable cutting boards are far superior to these.
276,XX,B002M782UO,5,0,0,29-Dec-12,A1TYRV3ZM57L32,Very nice,"I don't cook but my lovely girlfriend does, i bought them to go with her ginsu knives I bought for her birhthday and she likes them,"
277,XX,B002M782UO,3,0,0,28-Dec-12,A10BSS8EZFU0RZ,They're wood so eh.,"Wood warps over time no matter how expertly you care for it. I'll be getting stone ones next time. These will work for now, though."
278,XX,B002M782UO,5,0,0,28-Dec-12,AM8FUXHEPELS8,worth the price,"Lightweight cutting boards, worth the price.  The smallest fits into my drawer for convenient use.  These are lightweight cutting boards, and worth the price.  They are not heavy duty."
279,XX,B002M782UO,5,0,0,28-Dec-12,A2YVWIU1B8HJ8,"Very, very nice.","Solid wood, no splintering or splitting. Very easy to clean. I haven't tried the wood oil to maintain it yet but I might invest in that to keep the wood clean. I recommend."
280,XX,B002M782UO,4,0,0,28-Dec-12,A26CICHYED32QO,So far I like them,Medium duty and fit nicely in the drawer.  Remember to use mineral oil prior to first use and condition as needed to make them last.  Bamboo is great and very environmentally friendly.
281,XX,B002M782UO,3,0,0,28-Dec-12,A3A14BPBRDU305,Three for One,The bamboo boards are wonderful. If you are carving a very large roast try something else because the boards aren't that big.
282,XX,B002M782UO,3,0,0,27-Dec-12,A2X65NFRT2IJY2,Bamboo is cool,The small size is pointless in my opinion.  Not enough space to really do any work.  Some may find it useful though.  The quality of the boards is good for the price.  I got it on a lightning deal.
283,XX,B002M782UO,5,0,0,27-Dec-12,A31W0MB6YSMWAV,perfection,Love these ! Just the right sizes and they are so sturdy. Arrived very quickly. Good for my ceramic knives too.
284,XX,B002M782UO,4,0,0,27-Dec-12,A1QRVD9K3M6GON,Good purchase,"Nice cutting boards, nice design and appearance. Only problem: knives always leave marks after cutting. I recommend this product. Very satisfied!"
285,XX,B002M782UO,4,0,0,27-Dec-12,A1LIV7Y8IJUMYS,bamboo...,packaging arrived intact and good condition.the bamboo feel is good..just needed a few days of use to season it out..better than wood..but need to occasionally oil the surface to protect it but that's not a problem...just use some olive oil will do.
286,XX,B002M782UO,4,0,0,26-Dec-12,A1H3T3I4691T1P,"Nice, but careful of water.","Nice boards, but do not soak in water, or place in dish-water. They will warp and crack. Mine were very good, but ended up ruined from too much moisture."
287,XX,B002M782UO,2,0,0,26-Dec-12,A26T2OFZ2PFTG2,Spend a little more.,"When I purchased this, it was a great price, unfortunatly, the lack of attention to detail made for poor quality"
288,XX,B002M782UO,3,0,0,26-Dec-12,A2VKMR3X23DF73,Okay.... but will not last,"I brought them for $ quite a good price, but still I guess I am not very thrilled by my purchase...Pros:*Light Weight*Easy to clean*Nice looking set*Looks as describedCons:*After couple of washes wood seems to wear-off.(Strings of woods come off)*As per me, I don't need handlesSo they don't last long, not even weeks. Better invest in good brands like Cap halon if you are an avid cook .Bottomline...I returned them and got my refund."
289,XX,B002M782UO,1,0,0,26-Dec-12,A2FZXZ20GCQEZE,Warped and cracked after less than a month,"We were excited about this purchase when we first made it.  However, despite hand washing only, the largest of the cutting boards started cracking and became warped in less than a month.  The only thing I can think of is that we cut tomatoes on there and then washed it off quickly and let it sit in the sink while we ate dinner.  We have owned several wooden cutting boards over the years and none of them suffered from either cracking or warping.  Maybe this is just a cheap piece of wood (the price WAS low).  Either way, it was a worthless product and we won't purchase any Totally Bamboo products ever again."
290,XX,B002M782UO,4,0,0,26-Dec-12,A2DZ6X6WAJWWW0,I thought they would be bigger,But they are still good boards for my small kitchen space. I will have to go buy a bigger board to compensate for these.
291,XX,B002M782UO,5,0,0,26-Dec-12,A3UUJYR5CGFRJP,Very nice set,These cutting boards are just as pictured. Great Quality! I would recommend these again and am excited to give them as a present!
292,XX,B002M782UO,4,0,0,26-Dec-12,A39VJ5H8A6BEE4,Great Product,"I purchased these for my first apartment a couple of years ago, and they have held up really nicely. They have warped a little bit, but they are really healthy because you don't have to worry about getting that many bacteria within the grains when cutting on these. After a couple of years, the wood has started to fray a little and i guess you could say little splinters have begun to show, but you can easily pull these off and don't hurt that much on the board."
293,XX,B002M782UO,5,0,0,26-Dec-12,A1AHY6XS1JM6CK,great product for the price,was supposed to be a gift but liked them so well that i kept them for myself. well worth the price!
294,XX,B002M782UO,3,0,0,25-Dec-12,A1GE78P2NKDI3,It's bamboo,"What can one say. For little jobs, it's bamboo, you can cut on it .  I had the feeling the large board would be bigger., But I guess I can still cut small cheese and other small food on the set."
295,XX,B002M782UO,1,0,0,24-Dec-12,A35799T1VQW6UO,poor quality,These are paper thin cutting boards--and small. Even the largest board is fairly useless for cutting vegetables. The boards also have lots of splinters coming out and you do need to oil them before the first use. These are good if you just want to use them to put out cheese and crackers or fruit for parties but they are not functional for actually cutting work. Skip and save your money. I bought them on sale and will use them as my temporary bread board until they are completely destroyed.
296,XX,B002M782UO,5,0,0,22-Dec-12,AEVRRHCJ2R76Q,Great Product,Great ProductGreat PriceVery easy to clean.Very DurableLooks great in the kitchen as well. I just leave these out.
297,XX,B002M782UO,5,0,0,20-Dec-12,A2BJSY0PSLF3UU,I love these Cutting Boards!,"I've been wanting some new boards for sometime, and these are perfect for motorhome living.  They are light weight,  but obviously sturdy.  I'd recommend them to anyone."
298,XX,B002M782UO,3,0,0,20-Dec-12,A3KMLQ3H65E9OJ,Flimsy and small,"These cutting boards were flimsier than I expected.  Also, the small one is so small I am not sure what it is good for.  Hopefully the person I bought them for can find a use for them.  My son said they would work as trivets."
299,XX,B002M782UO,4,0,0,19-Dec-12,A1PCUNX85UUI8I,Pay attention to the dimensions.,These are smaller than I would have liked. My fault for not paying attention to the item description. They require periodic oil application to be water resistant.
300,XX,B002M782UO,4,0,0,18-Dec-12,AJDLI0N1NN2TR,"Looks Good, Holds Up Well","Happy with the purchase - cutting boards were smaller than I anticipated and smallest one isn't very useful in my opinion - I don't know when I would ever use it - but, the dimensions were provided, so I would suggest measure that out ahead of time to see if it's what you're looking for - I skipped doing that so it's my own fault.  Attractive and I leave them out on my counter top."
301,XX,B002M782UO,5,0,0,17-Dec-12,A1964Z6WIZHRZ,I'm a cutting board kinda girl,I use my cutting boards every time I enter a kitchen. I love my cutting boards - the largest will hold a frozen pizza and the smallest is great for cutting veges. The are &#34;pretty&#34; and look good on my counter.
302,XX,B002M782UO,3,0,0,14-Dec-12,A1ZA5SXZS8Z3CK,They work,"Found out the hard way not to wash these as a couple have begun to warp.  Simply wiping them down or doing a quick scrub in the sink and then towel drying will be fine but if you keep these wet too long, you will be replacing them quickly."
303,XX,B002M782UO,5,0,0,14-Dec-12,A3FFO1LZO35ERP,Gift of Love,I ordered these for my sister and she said that she loved them since they are smaller and she can use the different size based on what she needs to chop/cut.
304,XX,B002M782UO,5,0,0,13-Dec-12,A1K6X33N3SHDN0,NIce gift,Bought this as a gift to my mother and she loves it. Good quality and was on sale at the time of purchase.
305,XX,B002M782UO,5,0,0,13-Dec-12,A252Z2I6YWMXFC,Gave as a gift,"Gave this as a gift and I have not heard the recipient complain about it, seemed to be very nice."
306,XX,B002M782UO,5,0,0,12-Dec-12,A1OJ9Y6XM38ZAO,"Great price, for a great product!!!","I bought these cutting boards, a little nervous about the price of them, but I use them quite frequently, and I did not even do the stuff that they recommended for longest life, by putting oil and stuff on it, I just use them and wash them, and they are GREAT!!"
307,XX,B002M782UO,5,0,0,10-Dec-12,A1QLQFG062ZA3R,Durable,"Strong, durable, easily cleaned boards made of a highly renewable source. We've been using these for all sorts of veggies and cheeses. We tend to stick to plastic boards for meats though."
308,XX,B002M782UO,5,0,0,7-Dec-12,A11LW5DR7VZJH7,Great quality!,"I bought these cutting boards to save my plates from my husband who grabs whatever is available to chop and slice to death every single dish we own...grrrr! So I bought these and I love them! They are light but strong to endure all the happy chopping going on and although I wished they were a little bigger, it serves it's purpose. Now all I have to do is hit my husband over the head long enough until he gets used to them! lol!  :)"
309,XX,B002M782UO,5,0,0,6-Dec-12,A56QKBUIV0SVY,nice,it was really excellent!! i love it. this is what im looking for. now i can enjoy it! thank you.
310,XX,B002M782UO,3,0,0,6-Dec-12,A33DEAXCMN5PUT,"It's bamboo, but very thin","It isn't what I expected. I thought it would be thicker, but it was ok. It would have been better if it was cheaper, but the price was cheaper than anywhere else."
311,XX,B002M782UO,5,0,0,5-Dec-12,A2ELC1YD4V8BZ9,Nice set,"I ordered this set because it was on sale, but we also were needing to replace a single wooden cutting board that had a huge crack down the middle.  These cutting boards have surpassed my expectations.  The different sizes are perfect for different jobs and the boards are easy to clean up.  I am really happy with these cutting boards and would recommend them to people I know and like."
312,XX,B002M782UO,3,0,0,5-Dec-12,A1SW71JCRPGPS1,"Great set, not what I thought!","This set is a great 'starter' set. The sizes were accurate, but the construction could have been better, they seem too light for what I thought would be of a heavier weight. Great buy for the price though!"
313,XX,B002M782UO,5,0,0,5-Dec-12,A2EKRV4ILZG5TO,Sturdy,Bamboo cutting boards were just the sizes I needed. I have bigger boards but these are perfect for those times you don't need a big board. Perfect for cheese board.
314,XX,B002M782UO,5,0,0,4-Dec-12,AMS2QRJUU6000,great value,had been using a cheap plastic cutting board for a few months when i saw this for sale on black friday. got it for $11 but after using it for a week would gladly pay $20 for this set.
315,XX,B002M782UO,5,0,0,4-Dec-12,AEO43LTLESVZ1,Great product for very reasonable price,The quality of the product is wonderful and I really like the three different sizes. They are made to preserve the sharpness of your cutlery and you can set them anywhere for use.  They easily fit in a sink with warm soapy water for clean-up.
316,XX,B002M782UO,5,0,0,4-Dec-12,A3LOM2KXR6WEC7,Great product,"Light weight, sizes are great, I divide the size to what I'd use them for. Large=meats med=veges small=fruits(i.e like if I just wanted to cut an apple/oj/lemon/lime kinda thing great when you have a party the little board won't take up a lot of space and could be passed around to whomever wants a wedge of lime, or if you just want to cut up a little snack) Hope this helps."
317,XX,B002M782UO,4,0,0,4-Dec-12,A2MUIMY4IOPLGH,Such a deal during Black Friday.,Great quality and the price was right. I will be looking for more of the products from this company. Now I can get rid of all the junky ones I have.
318,XX,B002M782UO,3,0,0,3-Dec-12,A2OVBLFJTUWS4T,a little small,"guess I should have read the measurements more closely.  The quality is very good, just thought they would be a little bigger!"
319,XX,B002M782UO,5,0,0,2-Dec-12,A16QQ781K20A2B,3 piece cutting board set,"Extremely tough & durable, & easy to clean.  A popular item for our environment which mainly consists of Asian Americans."
320,XX,B002M782UO,5,0,0,2-Dec-12,A2CPH6K9KROBV1,Very Nice,"Very nice product !I love it !I receive it on time, without delaysCongratulations for the efficience !"
321,XX,B002M782UO,4,0,0,2-Dec-12,A19BULUOHYRDYQ,Great gift for a person who is hard to buy for,"My mom mentioned to me earlier this year that she wanted a nice cutting board.  She has had a thick plastic one hanging in the pantry for years and over time it's become dingy looking. It has deep cuts in it, yellowing in the plastic from age and it's just icky to me.  She bleaches it after use but it just doesn't look great from all the years of service.  So this Christmas I picked up a set of these on a lightning deal and after inspecting them I am super happy I did. The boards are really nice.  The various sizes are fantastic. No more will she have to pull out a giant board just to chop a couple veggies.  You can hang all but the smallest one.  I'd rather if all could be hung without taking a drill to it.  My parents will have to decide if the want to blast a hole through it or toss it in a drawer. I suggest the drawer.  Don't know how they would stand up to being drilled. I never had bamboo boards before but have heard about them for years.  After seeing these, I'd buy a set for myself for sure based on looks alone. The boards look really nice on the counter top, much nicer than that old plastic board.  How easy it is to clean will be determined at a later date.  Since it's a gift I thought it may be rather rude to take them out for a drive. So my mom will have to let me know. Last but not least, actually the most important factor that led me to bamboo is my Dad.  He loves his kitchen knives.  He keeps them razor sharp and I have seen him admiring them on more than one occasion. So before even looking at any boards I did research and found that bamboo is supposed to be one of the best woods for chopping because it's easy on the blades.  Something my Mom will appreciate as well but not as much as my Dad.  So not only was the price right I think these boards will fulfill all what my parents or anyone could want out of a simple chopping board.  Style and function at a great price even when it's not on sale."
322,XX,B002M782UO,5,0,0,30-Nov-12,A1HY3N3J6H3S0A,GREAT,"I have an RV, and this is perfect since I can use the size I need for task at hand"
323,XX,B002M782UO,2,1,1,29-Nov-12,A247DD28851RE6,only lasted a month or two,My wife was really excited when these arrived. Unfortunately where we live it is very humid and these cutting boards got all moldy and mildewy. We ended up throwing them all away and switching back to the regular plastic cutting boards. Maybe these will work for you if you live in a drier climate.
324,XX,B002M782UO,5,0,0,28-Nov-12,A19HT7YC1UW3D6,Great Product,After using these for a while.  My family loves them.  Now i do not have to take out the big cutting boards from our kitchen to cut a small vegetable.
325,XX,B002M782UO,1,0,1,26-Nov-12,A35CPBL79XS6J2,3-1=2,The boards come taped together and there were only two in the packaging.  They are also pretty thin and look like they might warp easily.
326,XX,B002M782UO,2,0,0,23-Nov-12,AWMUWTJLAN69I,3-piece set is now a 4-piece set,"I bought this set last year.  Now one of them has split in half-because they are too thin!  They have also warped-probably why one split.  The smaller one's are nice and convenient, but the larger one split.  In reference to what other people are saying about using mineral oil and 'babying' your cutting boards-I totally disagree.  I have owned a 3/4' thick bamboo cutting board for at least 5 years, have never put anything on it, and it has worked flawlessly and it looks like it has hardly been used.  I use it on a daily basis with very sharp knives (can't stand the dull one's) and it has never batted an eye and not worked perfectly.  Here's your clue: you don't see a profile picture of the cutting boards demonstrating their thickness in the item photos do you?!?!  I'd skip them, spend a couple dollars on a thicker one that can do everything, clean up perfectly and then tackle the next item you throw at it."
327,XX,B002M782UO,2,0,0,23-Nov-12,A16P34Z9STF27G,"Not great, just barely ok","These were given as a wedding present. The handles are completely useless and take away from valuable cutting real estate/surface area.  They warp quite easily even though we have washed them and wiped them down to air dry vertically after every use.  We oil them every couple weeks, but they've started splitting apart. Best spend your money on a hardwood, end cut, butcher block and avoid this 'green' board set."
328,XX,B002M782UO,5,1,1,23-Nov-12,AXQO8S7XL46Z2,Excellent.,"I really like these cutting boards. I've had them about a year and they still look brand new. Of course, I never put them in the dishwasher which I don't like but it only takes a couple of seconds to clean them off. The small one is a pretty useless size and I recently put it in our 'goodwill' pile."
