Count,NewDate,Model,Rating,HelpfulYes,Helpfultotal,Date,UserID,Title,Review,
456,XX,B005O55U2Y,2,4,4,23-Sep-12,A2HQV5RVNXTTY9,HP 8600 Family of printers,"I purchased an HP Officejet Pro 8600 Premium printer. The installation was easy. I experienced 3 significant problems with it:1. The color tone was disappointing. Reds looked brown. Technical assistance advised to install new ink cartridges in place of the set-up cartridges. The new cartridges definitely improved the color, but still not perfect. Can't understand why the ink in the set-up cartridges would be different.2. Whenever I printed a color image, about 3 to 4 one-half inch wide significantly dark bars would appear on across the image horizontally in normal print. In 'best' quality print, the bars would disappear. After spending 3 hours with the technical assistant we gave up. Technical assistant acknowledged a problem.3. I could not get the printer to feed 110 lb. card stock.I returned the above printer, & tried the HP Officejet Pro 8600 plus e-all-in-one N911g. This is essentially the same printer as above only with one tray. This printer printed about 4 to 5 faint black lines horizontally across the image about 3 points thick evenly spaced across the image in normal print. In 'best' quality print, the lines would disappear. I spent about an hour with technical assistant. Technical assistant sent to me a new print head assembly which seemed appropriate. The new print head made absolutely no change. This one too would not feed cardstock. I have returned this one as well.Simple black & white printing was just fine with both printers. All other features seemed to work.I'm using a brand new Dell laptop with Windows 7 Home Premium OS, & loaded HP's drivers from their CD.Based upon this experience I'm purchasing a different brand of printer.Seems like HP's quality has deteriorated dramatically.I have an 8 year old HP G85 all-in-one that still works very well, but it's incompatible with Windows 7 unfortunately, & HP does not have an updated driver for it.",
457,XX,B005O55U2Y,1,9,10,22-Sep-12,A26GCWI5K4Z7K7,Not very good,"Bought this about 2 months ago and had nothing but trouble.  Constant jams, slow printing and poor coloration.  I've already bought another printer as this one is too much trouble.",
458,XX,B005O55U2Y,4,2,3,22-Sep-12,A25MWRUUFW9U6R,A few improvements would help this printer,"MEETING EXPECTATIONS:(1) I ordered this printer in December, 2011. It arrived promptly, set up easily, including wireless for PC users.(2) It had good life in the print cartridges printing a few pages/week use for each of four people(9 months). The setup cartridges made it through the summer, just two have needed to be replaced to date.(3) I'm very happy with the fax feature - it works well, can be set up to allow another answering machine to pick up, and will accept manual prompt to receive fax. It has caller ID onscreen, too.(4) Standby feature conserves electric wtihout making printer unavailable.  DISAPPOINTMENTS:(1) This printer cannot handle cardstock. I can understand two-sided printing might be difficult on cardstock, but for one-sided applications, this should be possible.(2) This printer is TOO smart. My old HP printer would crank away with a low or empty cartridge - the finished product would show it. Now, I want to print in black and white, but since my yellow ink cartridge is empty, NOTHING will print. HP, are you desperate to sell more ink?! Let us mess up our printouts if we want to! LOL! There is a black-cartridge only option to select - but it only works when the color cartridges are working.(3) The helpful color touch screen also looks for many ways to encourage you to print apps. It should be possible to preview pages on-screen without ALWAYS needing to print it, sight unseen (wasting both ink & paper).  LEARNING THE HARD WAY:(1) Contacting '24 hour HP support' means a self-guided help menu. DO NOT count on it addressing your particular issue (why does the printer say replace cartridge when it is full), or easily being able to get a question answered except through submitting 'in-warranty' claims.(2) I replaced the Black setup cartridge with the 950XL cartridge. Then the yellow cartridge ran out. Then (I haven't gotten a yellow cartridge yet)the printer told me the black cartridge must be replaced (after one week's use). TURNED THE PRINTER OFF AND THEN BACK ON. NOW it knows the black cartridge is full. (As in 'reboot it!')(3) When it says 'replace a cartridge soon' - as my yellow one - it means you might be able to print only ONE more page before the printer will not print ANYTHING (in any color or even using black cartridge only). I didn't want to stockpile ink and have it become 'old', but do need to have it in advance or live without printing until getting more.  SUMMARY:Over all a decent, capable printer, but HP, why not tweak it into a wonderful printer?!",
459,XX,B005O55U2Y,1,3,4,20-Sep-12,A2RF7HDIJSVQA8,Not what's advertised,"If you are serious about scanning a lot of documents, and if you want to do so at a resolution higher than 300 dpi, this printer is not for you.  HP does not tell you in their data sheet, but the ADF will not scan higher than this resolution.  So unless you want to feed a pile of documents by hand, stay away from this and buy another brand such as Epson that keeps their word.  I haven't owned this device long enough to find out whether there are other hidden flaws, but given the way that HP seems to have decided to cheapen their machines (another example: removing the telephone FAX function from the 7510) I will not be surprised to find that there are more.",
460,XX,B005O55U2Y,4,2,3,19-Sep-12,A1TCUQMHG5J420,"HP improves, but can do better...","I have had this model now for about 4 months.Previously, my printer was another HP, a K80, which worked well, but had high ink costs and the scanner was only mediocre, leaving a vertical line down the scan that could not be removed.The 8600 produces excellent scans, and the ink cost is much lower, perhaps half their previous models - each cartridge lasts longer, and is cheaper.  There is a 'low ink' warning, about 50 pages before the end, and then, when the end comes, it just stops printing - a very satisfactory solution to this issue, it seems to me.Copying is generally good, with reliable paper handling.Faxing: I have not had any of the difficulties reported by earlier reviewers (but then my use of the fax function is limited to only 2 or 3 times a month).2-sided printing is easy and reliable.Two irritations:It does not handle thicker, heavier (than 20#) paper well, or even at all - heavy weight photo paper from Costco will not work.Most disappointing: the simple task of printing an envelope is freighted with difficulties.  Instead of simply choosing the size of the envelope in Word, you have to go into the 8600 setup and change the size of the paper!  Incredibly stupid. I fail to understand why HP cannot correct this with a software update, but so far it has stubbornly refused to even recognize that this is an issue.All in all, a good, perhaps even very good, multi-function printer, but with a couple of surprising negatives.",
461,XX,B005O55U2Y,1,0,1,12-Sep-12,ANA0646MO2QD,Impossible to connect to this thing,"I've wasted the last 2 hours trying to connect to this HP printer. Absolutely disgraceful that I can connect to everything else in this house wirelessly yet this printer defies wireless and cable attempts. Windows and HP, a no work combination.",
462,XX,B005O55U2Y,5,0,1,8-Sep-12,A2W67NVQQE66UU,Fast delivery good product.,"This printer produces professional color for up to 50% lower cost per page than lasers,accelerates productivity with apps on the large touchscreen, has networking options & is a versatile e-all-in-one performer.You also can easily print from a mobile device with HP ePrint.",
463,XX,B005O55U2Y,5,1,1,6-Sep-12,A28MITWJEBDT3Y,Worked great out of the box,"Printing works great from our home computer, work laptops (mac and PC), iPad and IPhones.  I am a big fan of Air Print now.  Scanning, faxing, and copying all have been tried and seem fine too.  Setup was easy.  We've had 3 or 4 multifunction printers over the years and this is definitely the best.  I am writing this after owning the printer for about 4 months.",
464,XX,B005O55U2Y,1,1,1,5-Sep-12,AKJG4VO7MXHRC,Piece of crap Don't waste your money,I always have issues with the printer catching paper other than standard weight paper. Not to mention it wont configure with my postage program and only wants to print 4x6 envelopes. Will not print 5x7 on 5x7 paper or envelopes. I love HP products but this one is trash and has been since day one i bought it. If i had the receipt still I would return it in a heart beat!!!!!!!!!!!!! And the ink cost is OUTRAGEOUS!,
465,XX,B005O55U2Y,1,4,5,1-Sep-12,AQ0925WIWCY87,The darn thing only lasted about 7 months of average use....scanner light went.,"I bought this HP All in One figuring it would last me a couple of years....well guess what?  That's right...not!  The send a fax still works but that's it..... It appears that the scanner went which keeps it from printing faxes, scanning and copying...it refuses to stay connected....etc...etc..I bought this 'machine' about 7-8 months ago.  probably still under warranty but don't have box or receipt.  Shouldn't have had to even think about having to keep them for all this machine was talked up to be.",
466,XX,B005O55U2Y,3,14,16,1-Sep-12,AACCSNDE8T7ON,"Beware of Wireless""""","I bought this about a year ago, and since then, every two weeks, the printer goes nuts and stops talking to the rest of the network. You go to print or scan, and the device (PC or iPad) tells you it can't find the printer. You check the printer, and it thinks it's online with a valid IP address, but the printer can't be found. So, I call HP for help, and here's what they told me. 'It's your network; reboot your network and all your devices.' Ok, but after the first 5 or 6 times, I finally explain to them that of the dozen or so devices on my network - a couple of desktops, a couple of laptops, some tablets, smartphones, a cell phone microcell, and other devices - the ONLY device that seems to have a problem staying connected to the network is the printer. And to shut down the network and reassign IP addresses to the machines just because the printer can't handle it is stupid.So, I talk to HP Tech Support some more. They tell me to call my ISP, who doesn't work with internal networks. Finally, the guy from HP tells me that the default settings for my router can't just be default, that the HP only works with Channel 6 or some crap like that. He said it was one of those things that is not in the manual, but should have been told to me during my first tech support call.But then, sure enough, two weeks later, the printer goes nuts and goes offline again. It won't connect back up. Finally, at that point, the woman at HP says I should just connect it via USB. She says the wireless card is weak and can't go very far, and she wants to know how far from my router it is. I explain it's about a foot away from the router. She says again I should put in the USB slot, and I ask her what her definition of 'wireless' is.Finally, several weeks ago, I got a guy from HP who told me quite honestly that their wireless cards suck and that they can't stay connected. He said this was a known and common problem and that HP recommends that their printers are connected via a wire. 'If your printer is only a foot away from the router, why don't you connect it up via a wire?' he asked. Because I only have four ports, and they are taken by my devices that ONLY work via a wire. 'Well, I have one and had the same problems you do, so I connected it via a wire. Find a device you don't use, and connect this one in that place, and you can have the printer work ALL THE TIME!' I asked him why they marketed the printer as 'wireless' when they have these wireless issues? He said because HP has the best printers in the world. I threatened to dump this printer and get an alternative made by another company, and he said 'Good luck, HP makes the best. You'll be back to HP.' Kind of a flippant answer, but there you go. Oh, and he made the hard sell on additional coverage of tech support since mine is almost up. I told him before I gave HP another dime, I'd go with a competitor.I've spent about 16 hours total on the phone with tech support trying to make the wireless work, and I've finally given up and just gone wired.Anyway, it's been a couple of weeks now, and the WIRED HP printer is working just fine. Does all it's supposed to do, but I did have to go out and buy an additional 5 port switch, some wire, and plug in one more device into my already overflowing chain of surge protectors. Thanks for the useless 'wireless' feature, HP!By the way, I found that Canon makes a competing product, the PIXMA MX432. If this one goes nuts and decides he doesn't want to play nice with the rest of the network - again - I'm buying that one. Yeah, HP, you heard that - I WON'T be back!",
467,XX,B005O55U2Y,5,0,0,31-Aug-12,A3TWANNFCHGAUO,well worth ti,"I went through many $100-$200 printers (EPSON, LEXMARK, CANON, Low end HP printer, Dell...etc), and they all have been pretty disappointment. Either its poor quality or breaks down too quick.  So far, I have been very happy with HP officejet pro 8600 plus.  The quality is great for photo and presentation.  Saves on ink and i can use my phone or tablet to print any documents.  It was easy to install and and fairly quick to print document.  For ~$200 printer, this was worth the investment.  This printer provides so many option as to home network setup and able to scan to any local network pc.  Perhaps, I'm one of the lucky customer who have purchase an item with no issues and meet all expectation.",
468,XX,B005O55U2Y,4,0,0,27-Aug-12,AJ5KIXPYWYAVH,Great Printer/Scanner!,"Exactly what I ordered... but not what I needed! I needed a TWAIN compatible scanner, but this was not it. But I like the product so much that I am planning to keep it! I guess I will have to start going to the Bank to deposit now, as the new version of OS does not support TWAIN!Love the ease of use. The setup happened pretty much automatically! Great product!",
469,XX,B005O55U2Y,5,0,0,27-Aug-12,A3DCNH2D1QZ39X,excellent purchase,I simply love this printer. Does everything it says it does. Picture quality its high and printing from my iPad has been made easy,
470,XX,B005O55U2Y,4,1,1,21-Aug-12,A1W5N8OT55A9Y3,"Amazing features, low price, great support from HP","OK, I'm taking off one star because the front panel touch screen failed after 3 months.  However, a call to HP's support was amazingly speedy and helpful.  Maybe I just got lucky, but my call was answered by a human being within 1 minute and within 10 minutes on the phone, we'd tried a few things and determined it was a hardware failure and I had a replacement on the way.  I'm  not thrilled about getting a refurbished unit as a replacement, but they will still honor the original warranty, so as long as I don't have any additional problems, I'll be happy.I use this printer for my home-based business, which means that my teenage kids also use it for their school projects.  It replaced a trusty Brother MFC 7840w that was an absolute workhorse.  The only reason I replaced my trusty Brother MFC laser printer was because I was getting tired of the 10 pm runs to Kinkos to get color copies made for their school projects.The wife LOVES the Airprint capability - we are a 100% Mac household, with 4 iPhones, 2 iPads, an iMac, and 3 MacBooks, but the wife never uses a 'real' computer anymore now that she can print everything she wants from the iPad or iPhone.There are a TON of features on this printer - some useful, some gimmicky.  One neat feature is the ability to print the Sunday comics automatically (and lots of other things if you want).  You go online and configure the automatic printing apps you want installed on the printer, then schedule them to print the content you want and the time you want it.  You can easily get carried away (which I am sure is what HP wants so they can sell more ink!) but my 12 year old loves waking up every Sunday morning to his favorite comics, all printed in color.I have not had any paper handling issues, but other than printing double-sided, I'm not really stressing this thing much.  The construction is cheap plastic for the most part, but the 'bronze-brown' color is more pleasing to me than the old 'putty' colors that HP used to use on their office machines.As far as connectivity, access from the network, and set of software tools, I have been THRILLED with this unit.  HP really got it right with respect to being easy to setup and use in a Mac environment.  I can scan from any computer on the network, and even scan directly from the unit itself and choose the computer destination for the scanned files, INCLUDING my Synology Diskstation NAS (where I archive all my important documents).Hopefully, I will not be plagued by hardware problems that other reviewers have complained about, but my experience with the HP tech support was very, very good.",
471,XX,B005O55U2Y,1,8,9,17-Aug-12,AU6SFWO8FBYL,Don't buy this printer,"After seven weeks the touch panel froze up, and HP is replacing it with a 'reconditioned' product instead of new.  DON'T BUY THIS PRINTER.  The customer service experience was worse than terrible, tech support was incompetent until I got to a supervisor after repeatedly begging for one, and it took me 2 hours and 10 minutes to get to the end of the process.",
472,XX,B005O55U2Y,5,1,1,16-Aug-12,A3T1LX9BZ4MT76,What a printer!,"Thanks HP and thanks Amazon.  Great price...timely shipping...arrived without a scratch.  Hook up took all of about 30 minutes from the time I started unpacking to fully set up.  Chose to go wireless and had zero problems..truly plug and play.  My local network includes both XP and Windows 7 home and windows 7 pro.  I have sense connected the printer to the desk top XP machine to avoid IP conflicts with my windows 7 pro.  Quiet, fast, prints both sides automatically.  Really glad I made the purchase!",
473,XX,B005O55U2Y,5,6,7,12-Aug-12,A22LLMU06SMTGF,Works Nicely,"After doing my due diligence and criss-crossing the web looking for a replacement for my Canon MP500 that up and quit, I finally settled on the Officejet Pro 8600 Plus.  Here is my experience.1. Out of the box - easy to get out and put together.  Either read the papers or carefully go over the device (my preference) and pull off all the tape and remove any cardboard or foam spacers.  Plugged it in and powered it up.2. After hitting the power button (on the front - bonus) and opening the front access panel, waited a minute for it to settle down and leave the print head where I could stick in the ink cartridges.3. Next I went through the configuration on the printer LCD touch screen (I never read any printed documentation, not necessary).  While no iPhone, the touch screen is responsive enough to be quite usable...even while typing the WPA password (wireless set-up was painless) on the QUERTY on-screen keyboard.  I finished the configuration without issue.  It concludes by printing out a page on how to customize ePrint.4. Tried out iPrint/AirPrint from iPhone.  Worked great.  Even duplex!  It does pause briefly between front and back printing to let ink dry.5. Went online and customized ePrint.  Why not have a more friendly email address for my printer?  Sent a test email with a Word attachment.  Came out nicely.6. Installed the full HP print/scan suite on an iMac (did full suite install since this is the machine we will be scanning from..more on that later).  No issues.  Just told it to skip initial printer set-up since I had already completed it using the LCD.  Printed without issue.7. Installed the printer via auto-discovery on a Mac laptop.  Used Apple supplied drivers.  Printed without issue.8. Installed the printer on a Win 7 laptop.  Downloaded the drivers from HP.  Printed without issue.  (Do be careful to uncheck installing all the crapware on Windows. eg. Bing toolbar)9. Time for some Scanning.  Brought up HP Scan on the iMac.  Stuck some pages in the document feeder and told it to go.  Check.10. Copy using document feeder worked as expected too.It is hard to ding a product that does what it should.  Print and scan quality is good.  Things I have yet to try: Initiate scan from printer to computer, Scan from printer to Google, send a fax.My only complaint so far is the HP Scan software is limited.  Seems like there used to be a HP Scan Pro application... will look at 3rd party solutions too.Very pleased thus far.  Will update later.Update 8/30/2012:Still not a fan of the supplied HP Scan software on the Mac; however, am very happy that I was able to use the available Mac Automator Scan action to create a 'Scan to Evernote' button I could put on the dock.  The other good news is that it is well supported by many third party scanning apps for the Mac.  VueScan works well but has quirky interface.  ScanDrop is a new app with promise, still many bugs it seems.Surprised at how much I use the ePrint (send/forward email with attachment to email address HP provides) to print a Word Doc or PDF email attachment.Very pleased with printing and ink use thus far.Update 4/14/2013:Two things to report.  First, after about 2200 pages, the automatic document feeder (ADF) broke.  It jammed, my wife cleared the jam and then it would simply not feed.Good news is that customer service was excellent; picked up the phone almost immediately and after about 45 mins. on the phone (went thru their troubleshooting steps), they declared the ADF unit unusable and sent me a replacement printer via FedEx overnight.  While an inconvenience, I was pleased with how HP handled everything.Second, I finally sent a fax!  While feeling slightly nostalgic, the fax was sent (over a Vonage VoIP phone line) just fine.  I will likely never use it again....but it works!I'm very happy with the print quality and ink use.",
474,XX,B005O55U2Y,1,1,9,12-Aug-12,AGS3TT2IXQ9C7,Save your money!,"AMAZON IS THE BEST BUY!  The store named Best Buy claims to have a 30 return policy. I bought an HP printer from the so-called Best Buy store and I soon ran out of ink.  I also had a terrible time with the HP printer.  The HP printer had very little ink, it took forever too get the printer to start, it made a lot of noise when compared to other Brand named printers, it took a long time to print let alone shut down and it printed a test page that used up a great amount of INK without me directing it to.  The HP printer also has very little INK that comes with the HP printer and when I purchased extra regular INK cartridges I ran out very soon. I found this out with HP printers; very little INK.  If you buy a regular HP ink cartridge you are buying what I call a sample HP INK cartridge since it runs out of ink quickly.  If you think about it the HP cartridges that show 2.5 times more INK are the same size as the regular cartridges.  You then have to ask, 'how much ink do they really put in the regular OVER priced HP INK cartridges'?  I considered myself cheated when I bought the regular sized cartridge.  My personal opinion is that the HP 2.5 times more INK cartridges run out after printing only about 50% more than the regular overpriced HP INK cartridges while you end up paying a lot more.The only good thing about my experience with the Best Buy store is that I was able to try out the HP INK supply and the printers' performance!  I could suggest doing the same but I won't.  I will state that I wasn't shy returning the HP printer to the Best Buy store because I was not afraid of this chain store and I was not satisfied with the performance of the HP Printer.  Best Buy says you have 30 days to return the HP Printer you should have 30 days but this is a misnomer!  I tried the HP printer I bought from the Best Buy store and I didn't like its performance.  The Best Buy store states that you can return it within 30 days for a full refund if you don't like its performance.  I took the Best Buy store for their word and I returned the HP printer to the Best Buy store after 25 days of use.  The Best Buy store would not take the return without me signing a statement stating that I would not return anything I buy until after a 90-day period from the time I returned the HP Printer.  I should have told them to F off and accept my return without signing their statement.  The Best Buy store also wants a photo ID from everyone when they return something.  If the item is being charged back to your credit card then you should not have too give them any ID!  This amounts too invasion of privacy (Big Brother).  AMAZON IS THE BEST BUY!  AMAZON DOES NOT ASK FOR A PHOTO ID!My opinion is that the Best Buy store is not the BEST BUY! I believe Amazon is the BEST BUY!MY OPINION IS THAT Amazon does have the BEST BUY.  Amazon is not like the so-called Best Buy store.  It is my opinion that Amazon ALWAYS gives you the BEST BUY.  I will stay committed to Amazon and quit buying from the so-called Best Buy store.  Amazon has fantastic delivery, great service, in most states no tax, in most cases free shipping, extended warranties are available and Amazon will take care of any problems immediately, unlike the so-called Best Buy store!",
475,XX,B005O55U2Y,5,0,0,11-Aug-12,A2W2YJ4LV9CVPC,Consistently the Best Electronic Product I've Owned,"I'm a tech person (software engineer). I also care deeply about usability, simplicity, stability. I have owned many printer/scanner thinggies over the years. But nobody has come close to HP's OfficeJet line. I owned a 7300 for 8 years. Fantastic workhorse. Did it all. Now I just bought the new 8600 - not so much because I really needed it (the 7300 was still kicking butt).This one goes a step further in putting all other multi-purpose printer things to shame. Excellent quality. Amazing speed. The cleanest, most brain-dead simple installation and setup across Windows, Mac OS, and iPhone/iPad. I can't find anything this machine doesn't do (except, maybe, that the envelop feeding is a little clumsier than it used to be - yet still perfectly usable).Oh - and did I mention that it's $207 on Amazon?! Everyone knows that HP gets you with the ink-jet cartridges. That's true and nothing that they tell you changes that. Cartridges are obscenely expensive. But taken all together, it's still an impossibly amazing device for the price.Alex",
476,XX,B005O55U2Y,5,0,0,8-Aug-12,A1Q4JQZHICXCDU,Easy Wireless Set up,"I just bought my HP 8600 Plus all in one yesterday and set it up today for the first time.  I will likely update this review later, but given some reviews that talk about it being difficult to set up, I wanted to say how easy it was to set up wirelessly on my home network, which is DSL.  The printer set up on a home network is done directly from the printer display and all I had to do was follow the prompts.  I then set it up as instructed on our computers, with the CD provided. I was able to set up a work laptop with Windows XP, my personal laptop with Windows 7, and my son set up his desktop pc which I believe is also Windows XP.  The pc side set up was done easily and fairly quickly on all 3. I answered all questions when prompted and sailed right thru the set up.So far I have not got around to faxing.  The fax feature is something we will only use once in a while if needed, but it put an HP 8600 fax queue right on my work laptop (which I accidentally tried to use to print, and could not figure out why it was asking me for a fax number at first, lol.  You have to use the 8600 Network queue, duh).I bought mine at Staples on sale because I just didn't want to buy something so big off Amazon.  But don't buy the Staples protection plan if you purchase it there.  I did but will be going in to cancel that and get my money back because they actually described a different plan than the one they sold me.  I did buy my ink on Amazon today, much cheaper than Staples had, and a 4 pack of the XL cartridges also.____________________It has now been over 3 months, and I still love my printer.  Scanning is a breeze and so is copying.  I still have not got around to checking out all the other features available.  I don't print a lot of things, maybe not every day, but I print and copy whatever I want; sometimes for work at home days also.  I have almost gone thru 1 ream of paper at this point.  I've never had an issue with it at all, and I am still using the 'sample' ink cartridges that came with it, which Staples told me would only print 20 or so pages.  At this rate, the new set of ink I bought will be outdated before I get to use it!  I do like the copy feature choice of using black or color ink also._____________________1-1/2 years now and still no issues with this printer.  Faxing is a breeze with it also. just make sure you use a 2 line telephone cord.",
477,XX,B005O55U2Y,5,0,0,8-Aug-12,A2HFVRV50E0KC8,So far awesome printer,"configuring this printer on my windows 7 platform was beyond easy...HP really made things simple; HP has animations to setup the printer, trays and paper feed, all covered in the animations. Wireless setup from the dvd (printer driver install) was done with one click. I was surprise that HP acquire my network settings without asking me for my 128 character password. I printed a few pages, even created an email account with my printer to receive documents via email, awesome feature.  So far so good.",
478,XX,B005O55U2Y,4,0,0,6-Aug-12,A1TH3U6GV2SK2H,Hp stands behind there product,The wireless is nothing but problems for me but that may just be my network. The fax stopped working and HP sent out a replacement right away. Overall Im happy with it.,
479,XX,B005O55U2Y,5,1,1,6-Aug-12,A39Q5DD51FS11J,"A+ Printer, A+ Software","There aren't many products I buy that I can truly say after several months of ownership that I'm ecstatic about but this is one.  I started looking at printers while walking through Walmart and noticed that you can get a printer for about the cost of replacement ink cartridges these days so I dove into printer reviews and settled on this one in spite of the much higher price.This printer delivers like a workhorse.  It is solidly built, the touch screen is awesome, the wireless capabilities are priceless, the separate ink cartridges are a great advantage, the paper tray holds much more paper than my last one did (250 sheets), it is FAST and crisp, and ALL controls are easy to understand.I have learned though that you can have a great printer and still want to throw it against the wall if the software isn't robust and easy to use.  The software shines in little ways that I never would have considered possible.  For instance there is a particular document that I make copies of fairly regularly.  I have set up a 'profile' for this document so that just by selecting this profile the printer remembers that it's a duplex project (and all the other settings) AND the directory to store it in!  I've never seen anything like it.  It makes electronic filing SOOOOOO easy!  I can scan directly into a multi-page PDF - I never could do that before.I have connected XP, Vista, and Win 7 machines to it wirelessly without any problems.  I have never used the ePrint features (can't imagine why I would ever want to) so I can't comment on it.  I've seen reviews of people complaining about the fax options but I've had no problems.  I've faxed long documents flawlessly and received faxes that are clear.  It took me a while to find it but I was able to turn off the fax speaker through the settings (and I really appreciate this feature).One minor issue and one wish - the issue is that on one occasion I had a paper jamb and had absolutely no way to salvage the jammed paper that was coiled onto the roller except to cut it out with a razor.  A little more help with stuck paper would be helpful.  The wish is that there could be a paper level monitor similar to the ink level monitor, but I get that you have to draw the line somewhere!If you are like me and you consider it worth it to spend a little extra for features and functionality that make a HUGE difference in the user experience then I can't recommend this printer any higher.  The only thing that could make me happier would be to add to this review that it is still performing like this after ten years!============================================================2013-Jan .....  Fatal Printer Error after 9 months of use============================================================The printer stopped working.  Was getting paper jamb errors when there was no paper to be found, followed up by 'printer failure' message related to the ink system ( I had just replaced the first print cartridge since I've owned the printer).  To HP's credit their customer service dept was available very late night and walked me through several tests, then when they determined that the printer was no longer salvageable they told me they would send me a new one (although it's going to be a refurbished one; not sure how much I like that but I'll give them the benefit of the doubt for now).  Incidentally it was virtually impossible to find a phone number on their site for customer support.  Like all companies now days they try every way they possibly can to make you resolve your issue without an actual conversation with a person, but I called their sales number and they patched me over to customer support ;)I plan to write an update after this gets resolved but I'm giving them credit for sending a replacement and an easy way for me to return the existing printer.  Oh, and they are also sending new ink cartridges - nice touch!  For now I'll leave this as a 5-Star review because other than this I really like this printer.  Subject to revision of course...",
480,XX,B005O55U2Y,1,71,77,4-Aug-12,A3EUW1XPPHWQRF,May or May NOT be Wireless,"I have used this printer for 3 months and all of a sudden the wireless capability stopped working.  The printer shows all the correct settings and says it is connected but shows up offline on the computer.  Have reset everything possible multiple times and printer will not connect wirelessly.  Have uninstalled HP software and re-installed.  Even reset the whole home network.  Other wireless notebooks and other wireless printer all work fine - only this printer will not work.  In searching for solutions on internet I have found numerous complaints about this same issue since December 2011 - at least 8 months now and still no fix from HP for this issue.  When the printer works, the color docs are beautiful but I have had more problems with this printer in just 3 months than all the other printers I've owned for about 20 years put together.The other issue I had with this printer is that 1/2' to 3/4' space is added to all my document margins on the left side of every page and doc is cut off on right side of page.  There is no fix for this problem either - seems to be a printer diver issue.HP Support has no fix for either of these issues and does not seem to be in any hurry to find a solution.  Avoid purchasing this printer until there is a new driver.  Otherwise the wireless feature may fail at any time and document margins change on their own without regard to your software program settings.  If HP could correct those issues, this would be an excellent printer.  Without a driver update, this printer is totally worthless.",
481,XX,B005O55U2Y,2,3,3,2-Aug-12,A1SYMH8YEJ8JLH,Far from reaching expectations!,"I purchased this all-in-one printer to replace my 6-year old Canon printer when the print head went bad.  I had owned an HP printer prior to the Canon, and at the time swore that I would never purchase one again, but I didn't follow my instincts and chose this printer for its wireless capabilities, fast printing, high dpi scanning, memory stick ports and positive user reviews.  4 months in, I'm ready to dump it!Pros:  Wireless was really easy to setup, along with mobile printing.  Works great.  I love the ability to scan directly to any pc connected to the printer. Printing is fast once it starts, but it can sometimes take up to 90 seconds to receive the print signal.  Adjustable scan quality gives greater control when scanning photos.Now the cons:Scanning photos is a pain!  I used to be able to lay 4 to 6 photos out on the scan bed of my Canon (and my old HP for that matter!) and it would scan, separate and crop them automatically.  This one does not.  It will only give you the full scan and leave all the time-consuming editing to you.  I tried feeding the pictures through the ADF, but it only cut off part of the picture and left a permanent line down the face of the photo from the feeder.  Plus, the scan interface (pc) is not very user friendly and does not make it easy to scan several pictures in a row.  It's easier to do that from the scanner control pad, but you cannot access the dpi settings from there.  VERY frustrating!The ADF doesn't work very well.  If you need to feed more than a few pages at a time, plan on doing it in small batches.  It does not 'catch' the papers well and requires force-feeding to start.  More than a few pages and it will grab 2-3 at a time and jam up.  I've tried cleaning the roller but that didn't help.Another issue I have had is that I use Remote Desktop Connection for work, and I cannot print to this printer unless it is connected directly to my pc by usb.  Customer support is minimal.  From what I could see on the support forums, there are many others who experience this issue with no way to resolve it.  When I contacted them by phone, I was told that there was no solution due to the lack of driver support.  I had to purchase a separate cheap printer just for work, making this printer even more expensive!The memory card slots are basically useless.  They are designed only to print from, but I cannot transfer the files on the card to my pc.Although it does have duplex printing, it only has one paper tray to feed from.  This makes it difficult for specialty paper like checks and forms and re-using paper.I often experience lock-ups with this printer, where I have to unplug it for a few minutes to get it back up.My issues may not be important to most users of this printer - if you want something that will just print wirelessly, this is a great printer for that, but priced much higher than most average printers that will do that job well.  I paid the extra for this printer because of its special features and was very disappointed.",
482,XX,B005O55U2Y,4,0,0,2-Aug-12,AY1NHCGJ66QFZ,happy customer,"the pro 8600 was easy to set up & easy to use, found it was faster than my canon 4600. good quality print",
483,XX,B005O55U2Y,3,0,4,1-Aug-12,A306DUD8Q2J0DP,No wireless while connected to VPN,I purchased the HP Officejet Pro just a few weeks ago after moving to a home office and was very disappointed to learn that I am unable to use the wireless feature while connected to a VPN. What's the point of wireless if you can't use it? That was a real let down. The work around is to use a USB cable. Wish I would known this in advance.,
484,XX,B005O55U2Y,1,18,19,29-Jul-12,AS2K9ZTT96P2F,Don't bother.,"Before purchasing this printer I did not look at any reviews.  My mistake.  If you are smarter than I and you are already reading this: DO NOT PURCHASE THIS PRINTER.The printer does not feed photo paper.  I am using the expensive, 5 of 5 star HP Premium Plus paper.  Does not work.  I will not be bothering with little tweaks like rubbing my shirt on the roller wheels to make them less slick or taping paper to get it to print, rather: I will simply be returning it.  The printer fails to perform one of it's primary functions of printing photos.If you don't care about printing photos at all (in which case why did you buy an inkjet printer?) the printer works great.  Wireless setup was very easy.  Prints from iPad using the HP ePrint app.  I have always liked HP products and never considered buying anything else.  I had always used them myself and recommended them to customers when I worked at Staples and Best Buy.  That just changed.  Just bought the printer tonight and I will be returning it to Staples in the morning.",
